"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"NR_TURNO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_GENERO";"DS_GENERO";"CD_ESTADO_CIVIL";"DS_ESTADO_CIVIL";"CD_FAIXA_ETARIA";"DS_FAIXA_ETARIA";"CD_GRAU_ESCOLARIDADE";"DS_GRAU_ESCOLARIDADE";"TP_CONVOCACAO";"TP_COMPARECIMENTO";"QT_MESARIOS_PERFIL"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21652";"SANTA CRUZ";"63";"2";"MASCULINO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"3"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20796";"MAMANGUAPE";"7";"4";"FEMININO";"9";"DIVORCIADO";"4044";"40 a 44 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22250";"SOUSA";"35";"2";"MASCULINO";"1";"SOLTEIRO";"4044";"40 a 44 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22373";"TRIUNFO";"37";"2";"MASCULINO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19810";"CAMPINA GRANDE";"17";"2";"MASCULINO";"3";"CASADO";"4549";"45 a 49 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"8"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19070";"ALAGOA NOVA";"13";"4";"FEMININO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"9"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20370";"INGÁ";"8";"2";"MASCULINO";"1";"SOLTEIRO";"2124";"21 a 24 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"9"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20915";"MONTADAS";"50";"4";"FEMININO";"3";"CASADO";"4044";"40 a 44 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20516";"JOÃO PESSOA";"64";"2";"MASCULINO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"11"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21555";"REMÍGIO";"67";"4";"FEMININO";"1";"SOLTEIRO";"4044";"40 a 44 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"4"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19810";"CAMPINA GRANDE";"16";"4";"FEMININO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"14"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20516";"JOÃO PESSOA";"64";"4";"FEMININO";"3";"CASADO";"5054";"50 a 54 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"5"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19089";"CUITÉ DE MAMANGUAPE";"7";"4";"FEMININO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"6"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19844";"APARECIDA";"63";"2";"MASCULINO";"1";"SOLTEIRO";"4549";"45 a 49 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21490";"PUXINANÃ";"50";"2";"MASCULINO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"11"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19151";"ARAÇAGI";"47";"2";"MASCULINO";"3";"CASADO";"4549";"45 a 49 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20494";"JERICÓ";"36";"4";"FEMININO";"3";"CASADO";"3539";"35 a 39 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20672";"LAGOA SECA";"13";"4";"FEMININO";"1";"SOLTEIRO";"2000";"20 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21873";"SÃO JOSÉ DE CAIANA";"33";"4";"FEMININO";"1";"SOLTEIRO";"2000";"20 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22055";"SÃO SEBASTIÃO DO UMBUZEIRO";"29";"4";"FEMININO";"3";"CASADO";"4549";"45 a 49 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21512";"QUEIMADAS";"59";"4";"FEMININO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"8";"SUPERIOR COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19330";"BARRA DE SANTA ROSA";"67";"4";"FEMININO";"9";"DIVORCIADO";"5559";"55 a 59 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20516";"JOÃO PESSOA";"70";"2";"MASCULINO";"3";"CASADO";"4044";"40 a 44 anos";"7";"SUPERIOR INCOMPLETO";"Voluntárias e voluntários";"#NULO";"3"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19488";"MATO GROSSO";"36";"4";"FEMININO";"3";"CASADO";"4549";"45 a 49 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20672";"LAGOA SECA";"13";"4";"FEMININO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"4";"ENSINO FUNDAMENTAL COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21210";"PEDRA BRANCA";"42";"4";"FEMININO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21512";"QUEIMADAS";"59";"4";"FEMININO";"3";"CASADO";"6064";"60 a 64 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22110";"SERRA BRANCA";"58";"4";"FEMININO";"3";"CASADO";"5054";"50 a 54 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19658";"CABEDELO";"57";"2";"MASCULINO";"3";"CASADO";"5559";"55 a 59 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19305";"BARAÚNA";"25";"4";"FEMININO";"1";"SOLTEIRO";"4549";"45 a 49 anos";"4";"ENSINO FUNDAMENTAL COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19011";"ÁGUA BRANCA";"74";"4";"FEMININO";"1";"SOLTEIRO";"2000";"20 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21415";"POCINHOS";"50";"2";"MASCULINO";"3";"CASADO";"3539";"35 a 39 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22071";"SAPÉ";"4";"2";"MASCULINO";"1";"SOLTEIRO";"5054";"50 a 54 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19496";"BONITO DE SANTA FÉ";"40";"4";"FEMININO";"3";"CASADO";"4549";"45 a 49 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"4"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19941";"BOA VISTA";"22";"4";"FEMININO";"3";"CASADO";"3539";"35 a 39 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19712";"CACIMBA DE DENTRO";"20";"2";"MASCULINO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19879";"CATOLÉ DO ROCHA";"36";"4";"FEMININO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20214";"ESPERANÇA";"19";"4";"FEMININO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"4"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20613";"JURU";"74";"2";"MASCULINO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"7";"SUPERIOR INCOMPLETO";"Voluntárias e voluntários";"#NULO";"4"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20435";"ITAPOROROCA";"60";"4";"FEMININO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"4";"ENSINO FUNDAMENTAL COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21750";"SANTA RITA";"2";"4";"FEMININO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"6"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22292";"TACIMA";"20";"2";"MASCULINO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22233";"SOLEDADE";"23";"2";"MASCULINO";"3";"CASADO";"5054";"50 a 54 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19933";"CONDE";"3";"2";"MASCULINO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"3"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20931";"MONTE HOREBE";"40";"4";"FEMININO";"3";"CASADO";"2529";"25 a 29 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19330";"BARRA DE SANTA ROSA";"67";"4";"FEMININO";"1";"SOLTEIRO";"4549";"45 a 49 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"3"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20958";"MONTEIRO";"29";"4";"FEMININO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"4"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19399";"BELÉM";"14";"4";"FEMININO";"3";"CASADO";"4044";"40 a 44 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20931";"MONTE HOREBE";"40";"2";"MASCULINO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20990";"NATUBA";"18";"4";"FEMININO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"7"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19500";"BERNARDINO BATISTA";"53";"4";"FEMININO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19739";"CAIÇARA";"14";"2";"MASCULINO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20818";"MANAÍRA";"34";"4";"FEMININO";"3";"CASADO";"3539";"35 a 39 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"3"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19984";"MATURÉIA";"30";"4";"FEMININO";"1";"SOLTEIRO";"4044";"40 a 44 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19623";"GADO BRAVO";"49";"2";"MASCULINO";"1";"SOLTEIRO";"2124";"21 a 24 anos";"3";"ENSINO FUNDAMENTAL INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19267";"SANTO ANDRÉ";"56";"4";"FEMININO";"3";"CASADO";"3034";"30 a 34 anos";"3";"ENSINO FUNDAMENTAL INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21130";"OURO VELHO";"43";"4";"FEMININO";"3";"CASADO";"4549";"45 a 49 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19593";"BREJO DOS SANTOS";"36";"4";"FEMININO";"9";"DIVORCIADO";"5054";"50 a 54 anos";"8";"SUPERIOR COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21296";"PICUÍ";"25";"2";"MASCULINO";"3";"CASADO";"3539";"35 a 39 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19445";"SÃO JOSÉ DE PRINCESA";"34";"4";"FEMININO";"1";"SOLTEIRO";"4044";"40 a 44 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21750";"SANTA RITA";"3";"4";"FEMININO";"3";"CASADO";"2529";"25 a 29 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19240";"CARAÚBAS";"22";"2";"MASCULINO";"3";"CASADO";"4044";"40 a 44 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20834";"MARI";"4";"4";"FEMININO";"3";"CASADO";"4044";"40 a 44 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22250";"SOUSA";"35";"4";"FEMININO";"1";"SOLTEIRO";"4044";"40 a 44 anos";"8";"SUPERIOR COMPLETO";"Voluntárias e voluntários";"#NULO";"4"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21857";"SÃO JOSÉ DA LAGOA TAPADA";"52";"4";"FEMININO";"1";"SOLTEIRO";"5054";"50 a 54 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19313";"BANANEIRAS";"14";"4";"FEMININO";"1";"SOLTEIRO";"5559";"55 a 59 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19810";"CAMPINA GRANDE";"16";"4";"FEMININO";"3";"CASADO";"5559";"55 a 59 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19313";"BANANEIRAS";"14";"4";"FEMININO";"3";"CASADO";"3034";"30 a 34 anos";"4";"ENSINO FUNDAMENTAL COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22071";"SAPÉ";"4";"2";"MASCULINO";"3";"CASADO";"4549";"45 a 49 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"4"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19097";"ALAGOINHA";"9";"2";"MASCULINO";"3";"CASADO";"4549";"45 a 49 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19089";"CUITÉ DE MAMANGUAPE";"7";"4";"FEMININO";"3";"CASADO";"5054";"50 a 54 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22098";"SÃO VICENTE DO SERIDÓ";"23";"2";"MASCULINO";"3";"CASADO";"3034";"30 a 34 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21970";"SÃO JOSÉ DOS CORDEIROS";"58";"4";"FEMININO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19070";"ALAGOA NOVA";"13";"4";"FEMININO";"9";"DIVORCIADO";"4044";"40 a 44 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20532";"JUAREZ TÁVORA";"9";"4";"FEMININO";"1";"SOLTEIRO";"5054";"50 a 54 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20435";"ITAPOROROCA";"60";"4";"FEMININO";"3";"CASADO";"4044";"40 a 44 anos";"7";"SUPERIOR INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20737";"LUCENA";"2";"2";"MASCULINO";"1";"SOLTEIRO";"2124";"21 a 24 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20001";"SANTA CECÍLIA";"18";"4";"FEMININO";"3";"CASADO";"3034";"30 a 34 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21130";"OURO VELHO";"43";"4";"FEMININO";"3";"CASADO";"5054";"50 a 54 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19291";"BAÍA DA TRAIÇÃO";"55";"2";"MASCULINO";"3";"CASADO";"3539";"35 a 39 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19291";"BAÍA DA TRAIÇÃO";"55";"2";"MASCULINO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21490";"PUXINANÃ";"50";"2";"MASCULINO";"9";"DIVORCIADO";"3539";"35 a 39 anos";"7";"SUPERIOR INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19895";"CONCEIÇÃO";"41";"2";"MASCULINO";"3";"CASADO";"5054";"50 a 54 anos";"3";"ENSINO FUNDAMENTAL INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21857";"SÃO JOSÉ DA LAGOA TAPADA";"52";"2";"MASCULINO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"8";"SUPERIOR COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21750";"SANTA RITA";"2";"2";"MASCULINO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"8";"SUPERIOR COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19879";"CATOLÉ DO ROCHA";"36";"2";"MASCULINO";"3";"CASADO";"5559";"55 a 59 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19810";"CAMPINA GRANDE";"17";"4";"FEMININO";"3";"CASADO";"5054";"50 a 54 anos";"3";"ENSINO FUNDAMENTAL INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19011";"ÁGUA BRANCA";"74";"4";"FEMININO";"9";"DIVORCIADO";"3539";"35 a 39 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22055";"SÃO SEBASTIÃO DO UMBUZEIRO";"29";"2";"MASCULINO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19674";"CACHOEIRA DOS ÍNDIOS";"68";"4";"FEMININO";"3";"CASADO";"3539";"35 a 39 anos";"8";"SUPERIOR COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20672";"LAGOA SECA";"13";"4";"FEMININO";"9";"DIVORCIADO";"3034";"30 a 34 anos";"8";"SUPERIOR COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21792";"SÃO BENTO";"69";"2";"MASCULINO";"7";"SEPARADO JUDICIALMENTE";"4044";"40 a 44 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21091";"OLHO DÁGUA";"66";"2";"MASCULINO";"3";"CASADO";"5559";"55 a 59 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19798";"CAMALAÚ";"29";"4";"FEMININO";"1";"SOLTEIRO";"5054";"50 a 54 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19364";"CACIMBAS";"30";"4";"FEMININO";"1";"SOLTEIRO";"3034";"30 a 34 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20370";"INGÁ";"8";"4";"FEMININO";"3";"CASADO";"3539";"35 a 39 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19305";"BARAÚNA";"25";"2";"MASCULINO";"3";"CASADO";"3034";"30 a 34 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19852";"CATINGUEIRA";"32";"4";"FEMININO";"1";"SOLTEIRO";"6064";"60 a 64 anos";"7";"SUPERIOR INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21512";"QUEIMADAS";"59";"2";"MASCULINO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"3";"ENSINO FUNDAMENTAL INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"22330";"TAVARES";"34";"4";"FEMININO";"1";"SOLTEIRO";"2529";"25 a 29 anos";"8";"SUPERIOR COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19313";"BANANEIRAS";"14";"4";"FEMININO";"1";"SOLTEIRO";"2124";"21 a 24 anos";"4";"ENSINO FUNDAMENTAL COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21571";"RIACHO DOS CAVALOS";"38";"2";"MASCULINO";"1";"SOLTEIRO";"3539";"35 a 39 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19658";"CABEDELO";"57";"2";"MASCULINO";"3";"CASADO";"4549";"45 a 49 anos";"7";"SUPERIOR INCOMPLETO";"Não voluntárias e não voluntários";"#NULO";"2"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21571";"RIACHO DOS CAVALOS";"38";"4";"FEMININO";"3";"CASADO";"3034";"30 a 34 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19151";"ARAÇAGI";"47";"4";"FEMININO";"1";"SOLTEIRO";"2000";"20 anos";"5";"ENSINO MÉDIO INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20516";"JOÃO PESSOA";"77";"2";"MASCULINO";"1";"SOLTEIRO";"1800";"18 anos";"7";"SUPERIOR INCOMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"21814";"SÃO JOÃO DO CARIRI";"22";"4";"FEMININO";"3";"CASADO";"2529";"25 a 29 anos";"6";"ENSINO MÉDIO COMPLETO";"Voluntárias e voluntários";"#NULO";"1"
"16/09/2024";"05:27:16";"2024";"1";"PB";"19810";"CAMPINA GRANDE";"72";"2";"MASCULINO";"3";"CASADO";"3034";"30 a 34 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"8"
"16/09/2024";"05:27:16";"2024";"1";"PB";"20397";"ITABAIANA";"6";"4";"FEMININO";"1";"SOLTEIRO";"4044";"40 a 44 anos";"6";"ENSINO MÉDIO COMPLETO";"Não voluntárias e não voluntários";"#NULO";"1"
